filename,spectral_centroid_mean,spectral_centroid_variance,spectral_rolloff_mean,spectral_rolloff_variance,spectral_flux_mean,spectral_flux_variance,zero_crossing_rate_mean,zero_crossing_rate_variance,low_energy,mfcc1_mean,mfcc1_variance,mfcc2_mean,mfcc2_variance,mfcc3_mean,mfcc3_variance,mfcc4_mean,mfcc4_variance,mfcc5_mean,mfcc5_variance,label
blues.00000.wav,1784.443234225864,129803.35091848274,3806.4603161885643,901702.1453057863,1.3910082578659058,2.1949093341827393,0.08306941454624613,0.0007668284136736936,0.8618563869992442,-101.63738250732422,2565.306396484375,121.55729675292969,295.8731994628906,-19.158828735351562,235.64425659179688,42.35102462768555,150.9177703857422,-6.376461982727051,167.8865203857422,blues
blues.00001.wav,1529.80346871283,375971.8113795744,3548.6118753628098,2976693.014469215,1.4440045356750488,3.9872214794158936,0.05606542061726006,0.0014484646622476849,0.8648208616780045,-170.2119598388672,7766.609375,124.00689697265625,560.4485473632812,8.930731773376465,572.604736328125,35.874855041503906,264.7065734863281,2.916208267211914,280.0873718261719,blues
blues.00002.wav,1552.4835131988305,156525.80007692953,3040.531614321304,783090.8492071284,1.638258457183838,3.80513334274292,0.07630074799245357,0.0010072891555751452,0.8560302343159486,-74.55670928955078,3320.732666015625,140.45989990234375,508.97174072265625,-29.109973907470703,411.7834777832031,31.68900489807129,144.1725616455078,-13.987048149108887,155.6510467529297,blues
blues.00003.wav,1070.1223437070332,184496.8575142617,2185.036787381482,1494221.0406338375,1.2473797798156738,3.063722848892212,0.03330894446594427,0.0004230743810646026,0.8328586545729403,-182.9853973388672,5495.2763671875,150.0991668701172,456.776611328125,5.647546291351318,257.06512451171875,26.87187957763672,158.177734375,1.754415512084961,267.87152099609375,blues
blues.00004.wav,1835.4931785750841,343342.733860333,3580.9700130309116,1572277.3454588354,1.6443946361541748,3.8348164558410645,0.1015001421004257,0.001953508818485157,0.8621950113378685,-145.401123046875,5192.8916015625,126.19843292236328,853.833984375,-35.60582733154297,333.66021728515625,22.152923583984375,193.5596923828125,-32.489646911621094,336.3846130371094,blues
blues.00005.wav,1831.9519826027617,1031243.525696247,3480.962284430631,3276412.1650146362,1.5177783966064453,5.0746660232543945,0.09403986975135449,0.006237169845177415,0.8646470143613001,-177.86647033691406,7301.58056640625,118.19682312011719,3197.606689453125,-17.55076026916504,654.5567016601562,30.758546829223633,486.0948181152344,-21.74283218383789,433.7081604003906,blues
blues.00006.wav,1459.1121548435062,438087.4947700674,2795.658095037974,1622757.1233017016,1.638619303703308,5.682677745819092,0.07301883284152477,0.00190973699990971,0.8739289493575207,-185.5135040283203,9652.046875,130.29638671875,1934.2476806640625,-36.344703674316406,1307.6708984375,33.012481689453125,480.3779602050781,11.106369972229004,1084.501953125,blues
blues.00007.wav,1451.7541215047079,449906.5639379293,2955.29879637916,1630114.3432835608,1.5430248975753784,3.7788383960723877,0.06143500266060371,0.001850010001473945,0.8545185185185186,-179.0681610107422,6575.8779296875,136.45941162109375,1480.43359375,-26.65618896484375,591.8728637695312,39.988197326660156,352.76495361328125,5.2898478507995605,650.5100708007812,blues
blues.00008.wav,1719.2160598774158,163387.9961266913,3781.335468115083,1262979.6988090307,1.4499952793121338,2.4496681690216064,0.06402757957623839,0.0007318890633277895,0.8469327286470144,-99.5008544921875,2624.172119140625,122.51309967041016,414.89508056640625,-14.74215316772461,341.4212341308594,46.14342498779297,193.5969696044922,-8.165356636047363,176.92799377441406,blues
blues.00009.wav,1817.51897053927,298290.6016162882,3944.4928148582626,1367720.9499403911,1.247382640838623,1.389426350593567,0.0792153184258901,0.001376557806953003,0.8778715041572185,-185.4241180419922,6133.970703125,115.15279388427734,798.6763916015625,-11.71627426147461,668.7979736328125,39.02946472167969,350.681884765625,-20.35276222229004,532.2266845703125,blues
